actorId,movieId
16,102
13,102
18,102
19,102
22,102
14,102
28,102
24,103
22,103
25,103
28,103
5,104
14,104
13,104
11,104
27,104
4,104
15,105
17,105
11,105
30,105
7,105
28,105
5,105
23,105
1,106
23,106
5,106
6,106
15,106
27,106
15,107
11,107
16,107
6,107
7,108
22,108
3,108
9,110
16,110
12,110
7,111
1,111
6,111
22,111
5,111
26,111
28,111
18,111
18,112
19,112
2,112
22,112
1,112
30,112
1,113
8,113
20,113
10,113
17,113
19,113
26,113
11,116
8,116
12,116
6,117
25,117
19,117
28,117
30,117
18,118
16,118
10,118
20,118
6,118
19,118
30,118
30,119
11,119
15,119
29,119
27,119
21,119
13,121
2,121
30,121
28,121
19,122
12,122
8,122
15,122
7,122
6,122
21,122
29,123
6,123
28,123
9,123
19,123
23,125
6,125
3,125
4,125
28,126
6,126
26,126
27,126
1,126
13,126
25,126
12,128
9,128
7,128
22,129
2,129
13,129
25,129
7,129
3,129
1,132
12,132
8,132
18,132
30,132
28,135
22,135
13,135
2,135
26,135
10,135
12,135
20,137
22,137
6,137
13,137
3,137
25,137
1,137
19,137
27,140
17,140
26,140
29,140
2,140
30,140
15,140
8,140
6,141
10,141
17,141
20,141
11,141
26,144
28,144
18,144
22,144
2,144
3,144
8,144
21,144
5,145
7,145
20,145
4,145
23,145
15,146
8,146
18,146
12,146
19,146
13,146
15,147
6,147
28,147
13,147
27,147
3,147
8,147
28,148
19,148
5,148
27,148
10,148
17,148
24,148
1,148
15,149
6,149
3,149
11,149
10,149
25,149
28,150
10,150
14,150
11,151
1,151
22,151
23,151
26,151
13,152
25,152
22,152
29,152
28,152
27,152
26,152
29,153
5,153
27,153
2,153
14,154
13,154
12,154
2,154
18,154
20,154
1,155
30,155
29,155
23,155
9,155
8,155
15,155
2,156
28,156
13,156
7,157
12,157
29,157
5,157
29,158
19,158
7,158
1,159
24,159
2,159
10,159
23,159
16,159
27,160
18,160
5,160
11,161
16,161
24,161
2,161
14,161
10,162
9,162
19,162
1,163
21,163
18,163
4,164
19,164
25,164
6,164
15,164
28,164
1,164
11,164
1,165
13,165
19,165
30,165
23,165
2,165
14,165
5,165
10,166
22,166
20,166
18,166
21,166
16,168
26,168
13,168
18,169
14,169
3,169
16,170
18,170
29,170
8,170
30,170
19,170
19,171
28,171
25,171
14,171
29,171
21,171
10,171
1,171
17,172
28,172
9,172
1,173
25,173
15,173
17,173
13,173
19,173
30,173
23,174
10,174
4,174
17,174
9,174
1,175
30,175
3,175
17,176
14,176
29,176
15,177
19,177
14,177
12,177
29,177
16,178
23,178
12,178
25,178
27,178
29,178
5,178
26,178
2,179
20,179
23,179
17,179
6,179
5,179
22,180
1,180
7,180
28,180
25,180
26,180
19,180
6,180
5,181
9,181
12,181
7,181
10,181
27,183
19,183
12,183
14,183
6,183
23,183
1,183
23,184
24,184
25,184
21,185
29,185
18,185
15,185
23,185
30,186
18,186
9,186
1,186
12,186
15,187
16,187
6,187
18,187
24,188
25,188
13,188
23,188
4,188
7,189
27,189
2,189
20,189
17,189
3,189
14,190
6,190
4,190
22,190
1,191
2,191
13,191
30,191
14,193
1,193
3,193
18,193
2,193
7,193
25,193
13,194
24,194
18,194
30,194
22,194
1,195
3,195
26,195
15,195
21,195
17,195
27,195
7,195
1,196
29,196
4,196
6,196
11,196
28,198
1,198
24,198
27,199
20,199
4,199
3,199
17,199
16,199
9,201
25,201
3,201
9,202
25,202
18,202
23,202
5,202
8,202
29,202
18,203
26,203
9,203
13,203
27,203
7,203
17,203
23,204
11,204
28,204
8,204
2,204
13,205
6,205
1,205
3,205
26,205
2,205
10,205
1,206
7,206
23,206
13,206
5,206
30,206
5,207
16,207
22,207
21,207
11,207
7,207
28,207
27,207
1,208
9,208
20,208
2,208
3,208
10,209
21,209
22,209
5,209
9,209
13,209
26,209
12,209
21,210
4,210
18,210
17,210
5,211
1,211
10,211
18,211
26,211
27,211
17,211
19,212
28,212
6,212
14,212
24,212
9,212
27,213
2,213
8,213
25,213
23,213
24,213
11,213
27,214
6,214
30,214
7,214
1,215
8,215
11,215
22,215
24,215
21,216
19,216
10,216
14,216
1,216
5,216
2,216
30,216
30,217
18,217
22,217
27,217
6,217
1,217
11,218
6,218
7,218
22,218
28,218
1,218
1,219
25,219
23,219
19,219
26,219
14,219
4,219
3,219
10,220
12,220
13,220
6,220
22,220
5,220
6,222
24,222
8,222
5,222
7,222
23,222
12,222
26,222
23,223
22,223
27,223
28,223
14,223
19,223
21,223
7,224
4,224
13,224
28,224
15,224
19,225
21,225
13,225
17,225
14,225
27,225
3,225
20,225
27,227
15,227
26,227
1,227
6,227
3,227
27,228
6,228
7,228
1,228
13,228
26,228
10,229
20,229
15,229
10,230
6,230
24,230
9,230
23,230
19,231
27,231
23,231
20,231
17,231
28,232
29,232
30,232
22,233
7,233
21,233
14,234
28,234
7,234
29,234
5,234
23,234
6,234
1,235
8,235
19,235
30,236
18,236
9,236
2,236
12,236
25,237
14,237
19,237
30,237
1,237
9,237
8,237
28,237
22,238
12,238
15,238
19,238
2,238
6,238
8,238
23,238
26,239
17,239
12,239
2,239
14,239
3,239
8,239
5,240
22,240
29,240
3,240
1,241
12,241
10,241
2,241
9,241
27,241
28,241
1,242
3,242
19,242
13,243
15,243
25,243
29,243
24,246
14,246
5,246
27,246
9,247
8,247
6,247
11,248
26,248
7,248
24,248
27,248
4,248
21,248
13,248
4,249
30,249
20,249
2,249
27,249
24,249
26,250
28,250
27,250
30,250
15,250
21,250
22,250
3,250
1,251
19,251
21,251
20,251
7,251
16,252
2,252
26,252
28,252
27,252
1,253
16,253
19,253
1,254
10,254
17,254
30,254
26,254
6,254
4,254
15,254
22,255
19,255
28,255
6,255
2,255
21,255
1,255
19,256
14,256
7,256
24,256
1,256
10,256
22,256
1,257
5,257
29,257
14,257
12,257
13,257
30,257
26,258
5,258
27,258
13,258
25,258
11,258
1,259
15,259
6,259
27,259
3,259
11,259
4,259
6,260
8,260
12,260
27,260
30,260
17,260
12,261
15,261
17,261
27,261
18,261
21,261
10,261
9,262
14,262
13,262
17,262
29,262
10,262
4,262
1,263
16,263
12,263
8,263
25,263
28,263
14,265
7,265
10,265
21,265
2,265
16,266
20,266
29,266
18,266
30,267
29,267
1,267
25,267
2,267
28,267
1,269
19,269
30,269
24,269
12,269
18,269
22,269
24,270
27,270
15,270
16,270
18,271
25,271
17,271
5,272
16,272
8,272
9,272
22,272
4,272
3,272
1,273
2,273
24,273
20,273
10,273
23,274
26,274
25,274
20,274
16,274
19,274
14,274
10,274
5,275
27,275
16,275
12,275
1,275
11,276
30,276
24,276
6,277
25,277
21,277
29,277
18,278
24,278
9,278
19,278
22,278
15,278
13,278
1,279
27,279
9,279
15,279
7,279
20,279
22,279
13,280
15,280
4,280
9,281
19,281
17,281
29,281
9,282
5,282
10,282
13,282
28,282
22,282
26,282
1,282
1,283
21,283
10,283
23,283
16,283
4,283
24,283
6,283
11,284
7,284
30,284
15,284
5,285
8,285
16,285
23,287
24,287
16,287
18,287
19,287
17,287
14,287
1,288
10,288
21,288
17,289
24,289
13,289
14,289
10,289
5,290
21,290
1,290
20,291
5,291
7,291
13,291
10,291
3,291
1,291
4,292
22,292
2,292
26,292
12,292
21,292
20,292
17,293
24,293
29,293
14,293
25,293
13,294
27,294
11,294
15,295
1,295
23,295
11,296
13,296
14,296
10,296
1,298
14,298
2,298
13,298
7,299
3,299
28,299
30,299
24,299
9,299
12,300
15,300
24,300
1,301
22,301
24,301
5,301
5,302
20,302
26,302
1,302
25,302
23,302
2,302
13,302
29,303
1,303
27,303
18,303
10,303
5,303
11,303
9,304
29,304
27,304
2,304
15,304
28,304
27,305
24,305
5,305
9,305
14,305
26,305
19,306
3,306
17,306
24,306
1,306
29,306
30,307
12,307
28,307
1,307
25,307
19,307
11,307
9,307
1,308
9,308
24,308
2,308
25,308
19,308
20,308
10,308
4,310
21,310
23,310
5,310
11,310
2,310
29,310
14,310
29,311
12,311
3,311
14,311
26,311
9,312
11,312
7,312
19,312
27,312
30,312
28,312
21,312
10,313
6,313
24,313
4,313
30,313
19,313
8,313
26,313
1,314
6,314
18,314
24,314
12,314
25,314
26,314
30,314
15,315
23,315
4,315
12,315
20,315
8,315
13,315
29,315
1,316
8,316
6,316
24,316
4,316
20,316
19,316
28,316
1,317
3,317
14,317
12,317
29,317
24,317
4,317
2,318
25,318
19,318
15,318
30,318
5,318
27,319
11,319
30,319
2,319
6,319
29,319
17,319
21,320
1,320
24,320
14,320
6,320
11,320
12,320
1,321
9,321
10,321
6,321
20,322
24,322
30,322
4,322
3,322
26,324
18,324
25,324
16,324
27,324
11,324
13,324
3,325
28,325
30,325
10,325
25,326
22,326
13,326
9,326
1,326
20,326
27,326
1,327
15,327
22,327
7,327
8,327
22,328
30,328
10,328
29,328
8,328
1,329
6,329
20,329
16,329
8,329
19,329
1,330
14,330
13,330
10,330
18,330
29,330
1,331
3,331
28,331
23,332
25,332
22,332
29,332
18,332
4,332
12,332
15,333
2,333
19,333
10,333
11,333
13,334
6,334
16,334
2,334
28,334
20,335
22,335
7,335
18,335
28,335
1,335
19,336
10,336
26,336
5,336
7,336
8,336
18,337
20,337
12,337
4,337
17,338
25,338
21,338
15,338
24,339
22,339
3,339
21,339
2,339
16,339
10,339
23,339
1,340
24,340
20,340
9,340
13,340
3,340
1,341
7,341
9,341
22,341
26,341
3,341
10,341
18,341
21,342
10,342
24,342
6,342
26,342
14,342
17,342
5,342
4,343
29,343
1,343
11,343
7,343
19,343
6,343
3,343
5,344
18,344
16,344
9,344
14,345
19,345
4,345
26,345
5,345
9,345
11,345
23,345
11,346
13,346
24,346
7,346
1,346
6,346
28,346
1,347
15,347
25,347
26,348
1,348
20,348
16,348
22,349
14,349
15,349
30,349
6,350
25,350
28,350
21,350
7,350
11,350
1,351
20,351
4,351
7,351
29,351
16,351
9,351
24,351
14,352
30,352
6,352
15,352
2,352
22,352
23,353
21,353
8,353
22,353
11,354
27,354
6,354
29,354
5,354
20,355
8,355
28,355
2,355
1,355
6,355
21,355
27,355
8,356
12,356
6,356
4,356
17,356
11,356
18,356
8,357
26,357
17,357
28,357
10,357
23,357
24,357
12,357
1,358
20,358
6,358
7,358
4,358
22,359
18,359
11,359
2,359
20,359
10,359
15,359
28,360
29,360
16,360
25,360
9,360
11,360
18,360
20,360
12,361
25,361
28,361
11,362
17,362
13,362
20,363
1,363
23,363
14,363
28,363
10,363
20,364
16,364
7,364
30,364
2,364
18,364
3,364
13,364
25,365
21,365
30,365
1,366
16,366
26,366
1,367
17,367
12,367
17,368
16,368
6,368
6,369
15,369
30,369
5,369
3,369
28,369
25,369
4,369
18,370
21,370
17,370
14,370
26,371
13,371
23,371
16,371
9,371
27,371
17,371
4,371
1,372
16,372
6,372
29,372
12,373
23,373
24,373
9,373
5,373
18,373
26,373
29,374
12,374
25,374
7,374
23,376
1,376
18,376
12,376
28,376
6,376
13,376
21,376
1,377
7,377
29,377
15,378
4,378
21,378
10,379
28,379
24,379
12,379
22,379
1,379
11,380
9,380
22,380
19,380
1,380
2,381
22,381
29,381
10,381
30,381
9,381
6,381
19,382
5,382
18,382
6,382
15,383
8,383
18,383
10,384
2,384
15,384
13,384
28,384
11,384
1,384
1,385
22,385
28,385
12,385
17,385
13,385
19,385
17,386
16,386
18,386
19,386
13,387
3,387
27,387
2,387
22,388
26,388
3,388
8,388
1,388
12,388
5,388
10,388
1,389
11,389
23,389
9,390
3,390
10,390
29,390
4,390
23,390
11,391
12,391
21,391
9,391
13,391
4,391
30,393
3,393
26,393
7,405
26,405
29,405
18,406
29,406
25,406
6,406
9,406
12,406
5,406
18,407
29,407
2,407
22,407
15,407
4,407
8,407
9,407
8,408
9,408
3,408
16,408
20,408
26,408
1,409
27,409
15,409
25,410
15,410
8,410
12,410
5,410
27,412
24,412
20,412
22,412
19,412
9,412
18,412
9,413
10,413
5,413
29,413
15,414
12,414
5,414
8,414
11,414
3,415
23,415
21,415
6,415
28,416
26,416
24,416
1,416
27,416
30,417
21,417
1,417
13,417
23,418
30,418
6,418
20,418
16,418
15,418
24,418
3,418
7,419
18,419
11,419
17,419
14,420
19,420
12,420
30,420
13,420
3,420
3,421
28,421
22,421
20,422
30,422
28,422
3,422
5,422
18,422
15,422
11,422
25,423
15,423
24,423
21,423
23,423
1,424
14,424
8,424
22,424
5,424
14,425
20,425
9,425
3,425
27,425
1,426
2,426
28,426
26,426
4,426
29,426
14,426
9,427
30,427
22,427
25,427
17,428
25,428
5,428
4,428
1,428
3,428
7,428
12,428
29,429
26,429
9,429
22,429
12,429
1,430
3,430
18,430
30,430
8,430
12,430
28,430
1,431
21,431
14,431
5,431
20,431
6,431
12,432
9,432
17,432
21,433
25,433
15,433
5,434
1,434
8,434
12,434
25,435
9,435
14,435
1,436
30,436
4,436
25,436
3,436
13,436
16,436
21,436
11,437
21,437
15,437
22,437
5,437
18,437
1,437
9,438
12,438
19,438
18,438
6,440
5,440
2,440
13,440
14,440
24,440
18,441
26,441
12,441
20,441
27,442
9,442
28,442
8,442
14,442
27,444
18,444
11,444
4,444
25,444
14,444
28,445
21,445
6,445
1,445
18,445
20,445
19,445
2,445
1,446
23,446
6,446
16,446
19,446
27,446
1,448
21,448
10,448
4,448
20,448
8,448
28,448
17,448
26,449
17,449
30,449
14,449
24,450
23,450
4,450
2,450
1,451
30,451
26,451
8,452
7,452
1,452
12,452
26,452
21,452
14,453
5,453
26,453
13,453
25,453
24,453
27,453
23,454
25,454
11,454
30,454
3,454
10,455
6,455
25,455
4,455
12,456
4,456
29,456
10,456
5,456
3,456
13,456
16,456
29,457
6,457
19,457
1,457
7,458
19,458
2,458
22,458
5,459
27,459
7,459
6,459
19,460
20,460
9,460
23,461
5,461
15,461
21,461
28,461
16,461
14,461
29,464
28,464
20,464
7,466
26,466
19,466
1,466
14,466
15,466
7,467
27,467
29,467
8,467
19,467
20,467
3,467
30,467
24,468
16,468
2,468
12,468
11,468
29,468
22,468
20,468
22,469
10,469
17,469
19,469
6,469
11,470
30,470
13,470
3,470
19,470
7,470
30,471
8,471
23,471
16,471
7,471
11,471
22,471
3,471
15,472
1,472
16,472
14,473
24,473
30,473
9,473
14,474
13,474
20,474
3,474
6,474
7,474
22,474
24,474
30,475
20,475
11,475
24,476
15,476
26,476
23,476
22,476
8,476
1,477
23,477
15,477
12,477
8,477
25,478
29,478
20,478
15,478
1,479
14,479
6,479
10,479
22,479
4,479
19,479
7,480
24,480
13,480
16,480
25,480
2,480
1,480
30,480
1,481
18,481
26,481
23,481
2,481
9,481
29,481
26,482
4,482
3,482
10,482
7,482
9,484
17,484
14,484
16,484
28,484
13,484
25,484
7,484
1,485
13,485
24,485
8,485
20,485
17,486
29,486
10,486
3,487
14,487
9,487
25,488
2,488
8,488
15,489
26,489
1,489
25,489
22,489
21,489
30,489
24,490
12,490
18,490
14,490
1,491
19,491
26,491
19,492
9,492
28,492
21,492
15,492
20,492
16,492
12,492
16,493
4,493
12,493
22,493
6,493
14,493
29,494
19,494
21,494
8,494
16,494
9,494
30,494
12,495
29,495
23,495
26,495
30,496
6,496
5,496
24,496
21,496
25,496
17,496
20,496
8,497
13,497
10,497
14,497
4,497
18,497
20,499
17,499
13,499
30,499
7,500
19,500
25,500
13,500
1,500
8,500
1,501
7,501
23,501
22,501
1,502
14,502
12,502
25,502
4,502
26,502
16,504
1,504
28,504
10,504
14,504
4,505
27,505
13,505
3,505
1,506
15,506
16,506
10,506
27,506
21,506
22,506
2,506
1,507
25,507
4,507
1,508
7,508
22,508
20,508
13,509
20,509
7,509
28,509
5,509
17,509
1,510
3,510
22,510
11,510
16,510
9,510
1,511
11,511
26,511
3,512
29,512
11,512
8,512
1,512
11,513
6,513
12,513
27,513
23,514
21,514
8,514
14,514
16,514
10,514
15,514
1,515
15,515
12,515
7,515
8,515
23,515
29,516
19,516
9,516
27,516
16,517
21,517
20,517
17,517
20,518
4,518
16,518
2,518
10,519
24,519
25,519
1,519
15,519
11,520
19,520
25,520
6,520
10,520
5,520
9,520
12,520
28,521
6,521
7,521
20,521
26,521
14,521
12,521
1,522
2,522
14,522
28,522
10,522
13,522
3,522
21,522
25,523
5,523
27,523
1,523
12,523
20,523
14,523
24,523
23,524
13,524
9,524
29,524
4,524
15,524
5,524
4,526
24,526
13,526
26,526
23,526
5,526
19,526
8,526
2,527
19,527
10,527
28,527
18,527
1,527
22,527
20,527
13,528
19,528
11,528
1,529
5,529
9,529
11,529
7,529
22,529
1,531
24,531
25,531
5,531
23,531
2,531
5,532
28,532
24,532
16,532
14,532
17,532
13,532
1,533
5,533
11,533
7,533
24,533
4,533
28,533
12,533
2,534
26,534
24,534
12,534
14,535
8,535
5,535
9,535
11,535
17,536
24,536
13,536
30,536
1,537
20,537
3,537
14,538
30,538
22,538
23,538
10,539
2,539
23,539
1,539
3,539
1,540
25,540
6,540
29,540
18,540
9,541
8,541
20,541
25,541
19,541
24,542
29,542
26,542
15,543
14,543
25,543
11,543
2,543
27,543
1,543
28,543
30,544
9,544
14,544
24,544
25,544
26,546
29,546
22,546
19,546
10,546
21,546
11,547
16,547
12,547
1,548
30,548
24,548
2,548
15,548
5,548
1,549
2,549
12,549
18,549
7,549
14,549
28,549
26,549
22,550
5,550
3,550
29,550
18,550
30,550
8,550
21,550
5,551
30,551
29,551
6,551
25,551
23,552
19,552
17,552
27,552
3,552
1,553
28,553
27,553
2,555
26,555
28,555
12,555
22,555
8,556
24,556
26,556
9,556
25,556
1,558
23,558
22,558
9,558
1,562
2,562
11,562
15,562
25,562
22,563
14,563
23,563
10,563
3,563
9,563
2,563
19,564
28,564
2,564
12,564
3,564
1,567
21,567
10,567
2,567
16,567
8,568
2,568
7,568
5,568
18,568
3,568
30,569
13,569
15,569
11,569
14,569
1,569
25,573
12,573
13,573
15,573
11,573
7,573
5,573
28,574
2,574
18,574
12,575
21,575
26,575
3,575
17,575
22,575
15,575
1,575
2,577
21,577
28,577
26,577
9,577
16,579
9,579
1,579
19,579
13,579
18,579
12,579
2,579
26,580
2,580
15,580
17,581
30,581
21,581
11,581
20,581
12,581
10,581
4,581
1,583
6,583
13,583
14,583
26,583
2,583
3,583
27,583
20,585
29,585
7,585
22,586
8,586
3,586
16,586
6,586
15,586
1,586
27,587
18,587
7,587
21,587
1,587
10,587
12,587
30,587
27,588
11,588
23,588
3,588
17,588
25,588
24,588
28,589
9,589
24,589
13,589
10,589
1,589
5,590
20,590
27,590
24,590
21,590
15,592
20,592
8,592
25,592
1,593
29,593
26,593
19,594
9,594
21,594
1,594
6,594
24,594
12,594
26,594
30,595
8,595
13,595
14,595
22,595
10,596
26,596
1,596
20,596
4,597
14,597
10,597
27,599
11,599
24,599
13,599
8,599
12,599
1,599
1,600
7,600
20,600
8,600
2,600
3,600
1,602
27,602
28,602
11,602
3,602
15,602
12,602
19,605
3,605
29,605
6,605
12,605
10,606
5,606
25,606
22,606
7,606
23,606
27,606
24,606
13,608
17,608
28,608
6,608
16,608
3,608
25,609
17,609
26,609
23,609
7,610
8,610
24,610
21,610
11,610
19,611
26,611
28,611
4,611
27,611
17,611
28,612
26,612
9,612
1,613
23,613
15,613
13,615
1,615
26,615
12,615
20,616
27,616
26,616
2,616
16,616
18,617
8,617
25,617
23,617
9,617
22,617
20,617
26,617
16,618
25,618
21,618
15,618
3,618
24,618
8,618
20,618
24,619
21,619
1,619
25,626
6,626
19,626
15,626
24,626
30,626
2,626
13,626
1,627
26,627
18,627
25,627
19,627
14,627
4,627
5,627
1,628
21,628
25,628
30,628
9,628
15,628
15,631
14,631
23,631
29,631
27,631
19,632
16,632
10,632
24,632
4,633
3,633
10,633
15,634
14,634
9,634
1,635
8,635
7,635
16,635
4,635
9,635
22,636
10,636
25,636
15,636
17,636
5,637
9,637
29,637
4,637
1,637
29,638
12,638
18,638
3,638
23,638
2,638
26,638
1,639
21,639
3,639
1,640
3,640
7,640
11,640
22,640
27,640
1,645
4,645
17,645
1,647
27,647
4,647
24,647
29,647
1,648
25,648
21,648
10,648
29,648
26,649
13,649
15,649
1,650
28,650
20,650
25,650
28,653
27,653
16,653
15,653
9,653
18,653
24,653
9,656
3,656
16,656
15,656
24,656
13,656
30,656
12,656
7,661
3,661
9,661
6,661
25,661
11,661
17,661
26,661
9,662
11,662
27,662
10,662
1,662
19,662
24,662
15,662
24,663
22,663
5,663
25,663
1,663
9,665
12,665
15,665
26,665
2,665
13,665
19,665
7,667
23,667
14,667
21,668
13,668
1,668
16,668
18,668
27,668
3,668
10,670
23,670
7,670
13,670
3,670
8,670
20,670
25,670
19,671
16,671
27,671
2,671
25,671
22,673
16,673
6,673
27,673
3,673
4,673
20,673
19,673
11,674
6,674
13,674
1,678
27,678
24,678
3,678
26,679
7,679
30,679
24,679
29,679
30,680
3,680
11,680
1,680
3,685
6,685
7,685
25,685
2,685
28,688
24,688
29,688
5,688
15,688
14,691
11,691
16,691
1,692
7,692
16,692
24,692
20,692
4,692
17,692
6,692
1,694
19,694
4,694
29,694
2,694
28,694
11,694
19,695
10,695
16,695
18,697
3,697
15,697
25,697
4,697
28,697
23,697
12,697
1,698
18,698
28,698
3,698
15,698
7,700
20,700
21,700
24,700
18,700
11,700
30,700
12,700
21,703
15,703
22,703
23,703
18,703
12,704
21,704
19,704
7,704
30,704
27,704
23,704
24,706
5,706
3,706
27,706
18,706
22,706
1,706
20,706
1,707
6,707
24,707
23,707
8,708
27,708
11,708
20,708
21,708
29,709
13,709
22,709
21,710
27,710
5,710
18,710
27,711
28,711
17,711
8,711
13,711
26,711
24,711
8,714
14,714
11,714
3,714
19,714
20,714
16,714
17,714
27,715
11,715
17,715
28,718
2,718
6,718
30,718
14,719
21,719
15,719
15,720
4,720
29,720
16,722
3,722
19,722
22,722
23,722
10,722
1,724
25,724
26,724
26,725
30,725
27,725
11,725
20,725
9,726
2,726
30,726
3,726
22,726
14,726
17,726
23,728
9,728
7,728
12,728
22,731
8,731
13,731
29,733
18,733
10,733
14,733
2,733
11,733
6,733
4,735
20,735
6,735
16,735
29,735
27,735
23,735
5,736
7,736
3,736
18,736
30,736
23,736
22,737
7,737
23,737
29,737
14,737
26,741
23,741
22,741
20,741
10,741
28,741
9,741
18,741
12,742
2,742
17,742
29,742
15,742
9,742
17,743
3,743
20,743
9,743
21,743
8,743
4,745
20,745
19,745
21,745
23,745
11,745
15,745
11,747
8,747
21,747
2,747
25,747
16,747
15,747
11,748
26,748
13,748
27,748
16,750
30,750
27,750
28,750
23,757
16,757
15,757
22,757
29,757
20,759
26,759
2,759
28,759
12,759
3,759
30,759
10,759
1,760
23,760
2,760
30,760
3,760
1,761
23,761
26,761
19,761
20,761
11,761
15,761
15,762
19,762
22,762
5,762
1,762
6,764
1,764
11,764
4,764
20,764
21,764
30,765
22,765
1,765
7,765
17,765
10,765
1,766
22,766
29,766
24,766
3,773
13,773
10,773
18,773
9,773
20,775
9,775
10,775
18,778
27,778
3,778
16,779
13,779
17,779
11,779
30,779
2,779
1,780
22,780
12,780
21,780
17,780
26,781
17,781
22,781
25,781
29,781
27,781
9,781
19,782
4,782
24,782
3,782
13,782
10,782
24,783
5,783
1,783
1,784
18,784
7,784
21,784
2,784
30,784
16,784
17,785
8,785
13,785
28,785
5,785
22,785
7,785
1,786
29,786
15,786
4,786
3,788
14,788
8,788
22,788
26,788
1,790
29,790
12,790
23,791
25,791
5,791
1,791
10,791
18,795
12,795
24,795
6,798
22,798
7,798
8,798
25,798
16,799
17,799
26,799
20,799
23,799
20,800
5,800
1,800
14,801
2,801
8,801
10,801
11,801
17,801
1,802
20,802
6,802
28,803
8,803
13,803
4,803
6,803
26,804
29,804
7,804
8,804
27,805
4,805
29,805
25,805
9,806
30,806
6,806
8,806
14,806
25,806
18,806
14,808
15,808
11,808
30,808
9,808
13,808
1,809
22,809
21,809
13,810
4,810
14,810
27,813
